usneseni,kategorie,cislo,stala_delegace,poslanec,nahradnik,funkce,termin,pobyt,zeme,organizace,mesto,zduvodneni,naklady_PSP,url
UO061,3,1,,R. Vích,T,Výbor pro obranu,14. – 18. 5. 2018,13. – 18. 5. 2018,Japonsko,,Tokyo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,2,,L. Zaorálek,F,Zahraniční výbor,13. – 18. 5. 2018,12. – 19. 5. 2018,Peru,,Lima,"Peru, Kolumbie – jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,2,,J. Bžoch,F,Zahraniční výbor,13. – 18. 5. 2018,12. – 19. 5. 2018,Peru,,Lima,"Peru, Kolumbie – jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,2,,J. Holík,F,Zahraniční výbor,13. – 18. 5. 2018,12. – 19. 5. 2018,Peru,,Lima,"Peru, Kolumbie – jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,2,,V. Rakušan,F,Zahraniční výbor,13. – 18. 5. 2018,12. – 19. 5. 2018,Peru,,Lima,"Peru, Kolumbie – jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,2,,J. Kubík,T,Zahraniční výbor,13. – 18. 5. 2018,12. – 19. 5. 2018,Peru,,Lima,"Peru, Kolumbie – jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,2,,Z. Majerová Zahradníková,T,Zahraniční výbor,13. – 18. 5. 2018,12. – 19. 5. 2018,Peru,,Lima,"Peru, Kolumbie – jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,3,,R. Maxová,F,Výbor pro sociální politiku,4. – 8. 6. 2018,4. – 8. 6. 2018,Norsko,,Oslo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,3,,H. Aulická Jírovcová,F,Výbor pro sociální politiku,4. – 8. 6. 2018,4. – 8. 6. 2018,Norsko,,Oslo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,3,,P. Golasowská,F,Výbor pro sociální politiku,4. – 8. 6. 2018,4. – 8. 6. 2018,Norsko,,Oslo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,3,,L. Kolářík,F,Výbor pro sociální politiku,4. – 8. 6. 2018,4. – 8. 6. 2018,Norsko,,Oslo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,3,,J. Bauer,T,Výbor pro sociální politiku,4. – 8. 6. 2018,4. – 8. 6. 2018,Norsko,,Oslo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,3,,L. Dražilová,T,Výbor pro sociální politiku,4. – 8. 6. 2018,4. – 8. 6. 2018,Norsko,,Oslo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,3,,J. Pastuchová,T,"předsedkyně Stálé komise pro rodinu, rovné příležitosti a národnostní menšiny",4. – 8. 6. 2018,4. – 8. 6. 2018,Norsko,,Oslo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,4,,V. Adámková,F,Výbor pro zdravotnictví,6. – 8. 6. 2018,6. – 8. 6. 2018,Rakousko,,Vídeň,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,4,,M. Brázdil,F,Výbor pro zdravotnictví,6. – 8. 6. 2018,6. – 8. 6. 2018,Rakousko,,Vídeň,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,4,,M. Janulík,F,Výbor pro zdravotnictví,6. – 8. 6. 2018,6. – 8. 6. 2018,Rakousko,,Vídeň,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,4,,D. Pawlas,F,Výbor pro zdravotnictví,6. – 8. 6. 2018,6. – 8. 6. 2018,Rakousko,,Vídeň,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,4,,V. Válek,F,Výbor pro zdravotnictví,6. – 8. 6. 2018,6. – 8. 6. 2018,Rakousko,,Vídeň,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,4,,J. Ventruba,F,Výbor pro zdravotnictví,6. – 8. 6. 2018,6. – 8. 6. 2018,Rakousko,,Vídeň,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,4,,H. Aulická Jírovcová,T,Výbor pro zdravotnictví,6. – 8. 6. 2018,6. – 8. 6. 2018,Rakousko,,Vídeň,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,4,,J. Běhounek,T,Výbor pro zdravotnictví,6. – 8. 6. 2018,6. – 8. 6. 2018,Rakousko,,Vídeň,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,4,,A. Gajdůšková,T,Výbor pro zdravotnictví,6. – 8. 6. 2018,6. – 8. 6. 2018,Rakousko,,Vídeň,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,4,,D. Kasal,T,Výbor pro zdravotnictví,6. – 8. 6. 2018,6. – 8. 6. 2018,Rakousko,,Vídeň,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,4,,J. Mašek,T,Výbor pro zdravotnictví,6. – 8. 6. 2018,6. – 8. 6. 2018,Rakousko,,Vídeň,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO061,3,4,,P. Třešňák,T,Výbor pro zdravotnictví,6. – 8. 6. 2018,6. – 8. 6. 2018,Rakousko,,Vídeň,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145031
UO065,3,1,,V. Filip,F,místopředseda PS,13. – 19. 5. 2018,13. – 19. 5. 2018,Kazachstán,,Astana,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145108
UO065,3,1,,J. Faltýnek,F,Zemědělský výbor,13. – 19. 5. 2018,13. – 19. 5. 2018,Kazachstán,,Astana,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145108
UO065,3,1,,P. Kováčik,F,Zemědělský výbor,13. – 19. 5. 2018,13. – 19. 5. 2018,Kazachstán,,Astana,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145108
UO065,3,1,,J. Kott,F,Zemědělský výbor,13. – 19. 5. 2018,13. – 19. 5. 2018,Kazachstán,,Astana,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145108
UO065,3,1,,J. Krutáková,F,Zemědělský výbor,13. – 19. 5. 2018,13. – 19. 5. 2018,Kazachstán,,Astana,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145108
UO065,3,1,,Z. Podal,T,Zemědělský výbor,13. – 19. 5. 2018,13. – 19. 5. 2018,Kazachstán,,Astana,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145108
UO065,3,2,,R. Vondráček,F,předseda PS,16. – 25. 7. 2018,16. – 25. 7. 2018,USA,,Washington,reciproční pracovní návštěva předsedy PS v USA (na pozvání předsedy Sněmovny reprezentantů USA),"doprava, místní doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145108
UO070,1,1,NATO,J. Řehounek,F,NA,18. – 22. 6. 2018,16. – 23. 6. 2018,Japonsko,,Tokyo,zasedání Podvýboru pro transatlantické ekonomické vztahy,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,1,2,Meziparlamentní unie,O. Polanský,F,NA,2. 6. 2018,1. – 3. 6. 2018,Portugalsko,,Lisabon,zvláštní zasedání geopolitické Skupiny 12+,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,1,,F. Kopřiva,F,Výbor pro evropské záležitosti,15. 5. 2018,14. – 16. 5. 2018,Belgie,EP,Brusel,účast na meziparlamentním setkání pořádaném výborem LIBE EP v Bruselu,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,1,,P. Mališ,F,Výbor pro evropské záležitosti,15. 5. 2018,14. – 16. 5. 2018,Belgie,EP,Brusel,účast na meziparlamentním setkání pořádaném výborem LIBE EP v Bruselu,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,2,,O. Benešík,F,Výbor pro evropské záležitosti,3. – 4. 6. 2018,2. – 5. 6. 2018,Polsko,V4,Varšava,pravidelné jednání předsedů a členů výborů pro evropské záležitosti parlamentů zemí V4 pořádané polským Sejmem ve Varšavě,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,2,,A. Babišová,F,Výbor pro evropské záležitosti,3. – 4. 6. 2018,2. – 5. 6. 2018,Polsko,V4,Varšava,pravidelné jednání předsedů a členů výborů pro evropské záležitosti parlamentů zemí V4 pořádané polským Sejmem ve Varšavě,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,2,,P. Mališ,F,Výbor pro evropské záležitosti,3. – 4. 6. 2018,2. – 5. 6. 2018,Polsko,V4,Varšava,pravidelné jednání předsedů a členů výborů pro evropské záležitosti parlamentů zemí V4 pořádané polským Sejmem ve Varšavě,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,2,,J. Skopeček,F,Výbor pro evropské záležitosti,3. – 4. 6. 2018,2. – 5. 6. 2018,Polsko,V4,Varšava,pravidelné jednání předsedů a členů výborů pro evropské záležitosti parlamentů zemí V4 pořádané polským Sejmem ve Varšavě,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,2,,J. Bžoch,T,Výbor pro evropské záležitosti,3. – 4. 6. 2018,2. – 5. 6. 2018,Polsko,V4,Varšava,pravidelné jednání předsedů a členů výborů pro evropské záležitosti parlamentů zemí V4 pořádané polským Sejmem ve Varšavě,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,2,,J. Zahradník,T,Výbor pro evropské záležitosti,3. – 4. 6. 2018,2. – 5. 6. 2018,Polsko,V4,Varšava,pravidelné jednání předsedů a členů výborů pro evropské záležitosti parlamentů zemí V4 pořádané polským Sejmem ve Varšavě,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,2,,A. Kalous,T,Výbor pro evropské záležitosti,3. – 4. 6. 2018,2. – 5. 6. 2018,Polsko,V4,Varšava,pravidelné jednání předsedů a členů výborů pro evropské záležitosti parlamentů zemí V4 pořádané polským Sejmem ve Varšavě,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,3,,O. Benešík,F,Výbor pro evropské záležitosti,17. – 19. 6. 2018,16. – 20. 6. 2018,Bulharsko,EU,Sofie,LIX. COSAC – Konference výborů pro evropské záležitosti národních parlamentů členských a kandidátských zemí EU a zástupců EP pořádaná v rámci bulharského předsednictví v Radě EU v Sofii,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,3,,J. Bžoch,F,Výbor pro evropské záležitosti,17. – 19. 6. 2018,16. – 20. 6. 2018,Bulharsko,EU,Sofie,LIX. COSAC – Konference výborů pro evropské záležitosti národních parlamentů členských a kandidátských zemí EU a zástupců EP pořádaná v rámci bulharského předsednictví v Radě EU v Sofii,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,3,,P. Mališ,F,Výbor pro evropské záležitosti,17. – 19. 6. 2018,16. – 20. 6. 2018,Bulharsko,EU,Sofie,LIX. COSAC – Konference výborů pro evropské záležitosti národních parlamentů členských a kandidátských zemí EU a zástupců EP pořádaná v rámci bulharského předsednictví v Radě EU v Sofii,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,3,,O. Veselý,F,Výbor pro evropské záležitosti,17. – 19. 6. 2018,16. – 20. 6. 2018,Bulharsko,EU,Sofie,LIX. COSAC – Konference výborů pro evropské záležitosti národních parlamentů členských a kandidátských zemí EU a zástupců EP pořádaná v rámci bulharského předsednictví v Radě EU v Sofii,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,3,,A. Kalous,T,Výbor pro evropské záležitosti,17. – 19. 6. 2018,16. – 20. 6. 2018,Bulharsko,EU,Sofie,LIX. COSAC – Konference výborů pro evropské záležitosti národních parlamentů členských a kandidátských zemí EU a zástupců EP pořádaná v rámci bulharského předsednictví v Radě EU v Sofii,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,2,3,,J. Valenta,T,Výbor pro evropské záležitosti,17. – 19. 6. 2018,16. – 20. 6. 2018,Bulharsko,EU,Sofie,LIX. COSAC – Konference výborů pro evropské záležitosti národních parlamentů členských a kandidátských zemí EU a zástupců EP pořádaná v rámci bulharského předsednictví v Radě EU v Sofii,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,1,,V. Filip,F,místopředseda PS,4. – 9. 6. 2018,3. – 10. 6. 2018,Vietnam,,Hanoj,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,1,,V. Klaus,F,"Výbor pro vědu, vzdělání, kulturu, mládež a tělovýchovu",4. – 9. 6. 2018,3. – 10. 6. 2018,Vietnam,,Hanoj,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,1,,L. Bartoň,F,"Výbor pro vědu, vzdělání, kulturu, mládež a tělovýchovu",4. – 9. 6. 2018,3. – 10. 6. 2018,Vietnam,,Hanoj,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,1,,V. Procházková,F,"Výbor pro vědu, vzdělání, kulturu, mládež a tělovýchovu",4. – 9. 6. 2018,3. – 10. 6. 2018,Vietnam,,Hanoj,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,1,,L. Volný,F,"Výbor pro vědu, vzdělání, kulturu, mládež a tělovýchovu",4. – 9. 6. 2018,3. – 10. 6. 2018,Vietnam,,Hanoj,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,1,,Z. Majerová-Zahradníková,T,"Výbor pro vědu, vzdělání, kulturu, mládež a tělovýchovu",4. – 9. 6. 2018,3. – 10. 6. 2018,Vietnam,,Hanoj,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,1,,J. Mihola,T,"Výbor pro vědu, vzdělání, kulturu, mládež a tělovýchovu",4. – 9. 6. 2018,3. – 10. 6. 2018,Vietnam,,Hanoj,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,2,,M. Benda,F,Ústavně právní výbor,4. – 6. 6. 2018,3. – 6. 6. 2018,Nizozemsko,,Amsterdam,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,2,,J. Levová,F,Ústavně právní výbor,4. – 6. 6. 2018,3. – 6. 6. 2018,Nizozemsko,,Amsterdam,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,2,,J. Michálek,F,Ústavně právní výbor,4. – 6. 6. 2018,3. – 6. 6. 2018,Nizozemsko,,Amsterdam,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,2,,V. Procházková,F,Ústavně právní výbor,4. – 6. 6. 2018,3. – 6. 6. 2018,Nizozemsko,,Amsterdam,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,2,,Z. Ondráček,T,Ústavně právní výbor,4. – 6. 6. 2018,3. – 6. 6. 2018,Nizozemsko,,Amsterdam,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,2,,M. Výborný,T,Ústavně právní výbor,4. – 6. 6. 2018,3. – 6. 6. 2018,Nizozemsko,,Amsterdam,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,3,,L. Zaorálek,F,Zahraniční výbor,4. – 6. 6. 2018,4. – 6. 6. 2018,Bosna a Hercegovina,,Sarajevo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,3,,J. Lipavský,F,Zahraniční výbor,4. – 6. 6. 2018,4. – 6. 6. 2018,Bosna a Hercegovina,,Sarajevo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,3,,D. Pawlas,F,Zahraniční výbor,4. – 6. 6. 2018,4. – 6. 6. 2018,Bosna a Hercegovina,,Sarajevo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,3,,P. Plzák,F,Zahraniční výbor,4. – 6. 6. 2018,4. – 6. 6. 2018,Bosna a Hercegovina,,Sarajevo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,3,,J. Kobza,T,Zahraniční výbor,4. – 6. 6. 2018,4. – 6. 6. 2018,Bosna a Hercegovina,,Sarajevo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,3,,K. Krejza,T,Zahraniční výbor,4. – 6. 6. 2018,4. – 6. 6. 2018,Bosna a Hercegovina,,Sarajevo,"jednání s partnerským výborem a představiteli dalších institucí - záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,4,,R. Fiala,F,Hospodářský výbor,6. – 8. 6. 2018,6. – 8. 6. 2018,Slovensko,,Bratislava,"jednání s partnerskými výbory a představiteli dalších institucí - záměr vyslání HV schválen ORGV 24. 1. 2018, usn. č. 33 (společná cesta HV a KV)","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,4,,K. Matušovská,F,Hospodářský výbor,6. – 8. 6. 2018,6. – 8. 6. 2018,Slovensko,,Bratislava,"jednání s partnerskými výbory a představiteli dalších institucí - záměr vyslání HV schválen ORGV 24. 1. 2018, usn. č. 33 (společná cesta HV a KV)","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,4,,V. Munzar,F,Hospodářský výbor,6. – 8. 6. 2018,6. – 8. 6. 2018,Slovensko,,Bratislava,"jednání s partnerskými výbory a představiteli dalších institucí - záměr vyslání HV schválen ORGV 24. 1. 2018, usn. č. 33 (společná cesta HV a KV)","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,4,,Z. Ožanová,F,Hospodářský výbor,6. – 8. 6. 2018,6. – 8. 6. 2018,Slovensko,,Bratislava,"jednání s partnerskými výbory a představiteli dalších institucí - záměr vyslání HV schválen ORGV 24. 1. 2018, usn. č. 33 (společná cesta HV a KV)","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,4,,R. Kubíček,T,Hospodářský výbor,6. – 8. 6. 2018,6. – 8. 6. 2018,Slovensko,,Bratislava,"jednání s partnerskými výbory a představiteli dalších institucí - záměr vyslání HV schválen ORGV 24. 1. 2018, usn. č. 33 (společná cesta HV a KV)","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
UO070,3,4,,R. Kubíček,F,Kontrolní výbor,6. – 8. 6. 2018,6. – 8. 6. 2018,Slovensko,,Bratislava,"jednání s partnerskými výbory a představiteli dalších institucí - záměr vyslání HV schválen ORGV 24. 1. 2018, usn. č. 33 (společná cesta HV a KV)","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=145621
